priority,category_type,issue,idx,date,amount,merchant,receipt_total,receipt_merchant,receipt_date,ai_confidence,review_status,receipt_url,notes
OK,VERIFIED_MATCH,PERFECT MATCH,367,2024-11-27,$884.98,SOUTHWES 5262584463367,884.98,Southwest,2024-12-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262584463367_2024-11-27_884_98.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,365,2024-11-26,$26.25,METROPOLIS PARKING,26.25,Metropolis,2024-11-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-26_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,361,2024-11-25,$72.89,CORNER PUB,72.00,The Original Corner Pub,2024-11-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-11-25_72_89_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,363,2024-11-25,$26.25,METROPOLIS PARKING,26.25,Metropolis Parking,2024-11-24,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-25_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,364,2024-11-25,$38.78,SH NASHVILLE - OTHER,38.78,Soho House Nashville,2024-11-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-25_38_78.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,358,2024-11-24,$21.95,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,2024-11-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-11-24_21_95.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,360,2024-11-24,$52.99,SH NASHVILLE - OTHER,52.99,Soho House Nashville,2024-11-24,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-24_52_99.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,357,2024-11-23,$26.25,METROPOLIS PARKING,26.25,Metropolis,2024-11-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-23_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,354,2024-11-22,$34.90,SH NASHVILLE - OTHER,34.90,Soho House Nashville,2024-11-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_34_9.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,355,2024-11-22,$59.46,SH NASHVILLE - OTHER,59.46,Soho House Nashville,2024-11-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_59_46.png,
OK,VERIFIED_MATCH,PERFECT MATCH,356,2024-11-22,$15.51,SH NASHVILLE - OTHER,15.51,Soho House Nashville,2024-11-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_15_51.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,352,2024-11-21,$26.25,METROPOLIS PARKING,26.25,metropolis,2024-11-15,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-21_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,353,2024-11-21,$34.96,PARKING OMNI NASHVILLE PA,34.96,Omni Nashville,2024-11-21,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parking_omni_nashville_pa_2024-11-21_34_96_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,350,2024-11-20,$100.00,IM-ADA.AI,100.00,Ada AI,2024-11-20,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-20_100_0.jpg,
OK,LIKELY_MATCH,Close match: $20.66 vs $22.29 (diff: $1.63),351,2024-11-20,$20.66,METROPOLIS PARKING,22.29,pmc paid parking,2024-08-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-20_20_66.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,349,2024-11-19,$30.69,MARSH HOUSE,30.62,soho house nashville,2025-04-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/marsh_house_2024-11-19_30_69.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,348,2024-11-18,$160.00,CHARTMETRIC,160.00,"Chartmetric, Inc.",2024-11-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-11-18_160_0.jpg,Music and Social Media Data and Charts for Industry Knowledge and talent
OK,VERIFIED_MATCH,PERFECT MATCH,347,2024-11-17,$47.34,BROADWAY BREWHOUSE DOWNTO,47.34,Broadway Brewhouse Downtown,2024-11-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/broadway_brewhouse_downto_2024-11-17_47_34_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,346,2024-11-16,$26.25,METROPOLIS PARKING,26.25,Metropolis,2024-11-15,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-16_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,344,2024-11-15,$16.80,SH NASHVILLE - OTHER,16.80,Soho House Nashville,2024-11-15,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-15_16_8.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),342,2024-11-15,$15.99,METROPOLIS PARKING,15.99,metropolis,2024-11-12,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-15_15_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,336,2024-11-14,$279.44,12 SOUTH TAPROOM &AMP; GRILL,279.44,12 South Taproom,2024-11-13,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-11-14_279_44.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,337,2024-11-14,$27.44,ANTHROPIC,27.44,Anthropic,2024-11-14,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2024-11-14_27_44.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,338,2024-11-14,$5.00,CLOUDFLARE,5.00,CLOUDFLARE,2025-01-14,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-11-14_5_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,339,2024-11-14,$15.99,METROPOLIS PARKING,15.99,METROPOLIS PARKING,2024-11-14,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-14_15_99_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),340,2024-11-14,$7.76,SH NASHVILLE - OTHER,7.76,Soho House Nashville,2024-11-14,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-14_7_76.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,332,2024-11-13,$1043.66,GIVERGY: CHARITY EVENT,1043.66,Givergy: Nashville Bourbon Auction to benefit NashvilleHealth,2024-11-12,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/givergy_charity_event_2024-11-13_1043_66_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,333,2024-11-13,$15.99,METROPOLIS PARKING,15.99,Metropolis,2024-11-14,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-13_15_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,334,2024-11-13,$9.00,SOURCEGRAPH INC,9.00,"Sourcegraph, Inc.",2024-11-13,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-11-13_9_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,335,2024-11-13,$42.01,SQ *THE PERCH,42.01,The Perch,2024-11-13,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_the_perch_2024-11-13_42_01.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,330,2024-11-12,$176.99,SH NASHVILLE - OTHER,176.99,Soho House Nashville,2024-11-12,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-12_176_99.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,331,2024-11-12,$361.72,SH NASHVILLE F&AMP;B,361.72,Soho House Nashville,2024-11-12,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-11-12_361_72.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,329,2024-11-09,$50.00,IM-ADA.AI,50.00,Ada AI,2024-11-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-09_50_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,324,2024-11-08,$10.00,CALENDARBRIDGE,10.00,CalendarBridge,2024-11-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-11-08_10_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,326,2024-11-08,$10.99,METROPOLIS PARKING,10.99,metropolis,2024-11-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-08_10_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,328,2024-11-08,$13.13,SPOTIFY USA,13.13,Spotify USA Inc.,2024-11-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-11-08_13_13_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),325,2024-11-08,$25.57,DD *DOORDASH LASPALMAS,25.28,Tacos Por Favor,,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_laspalmas_2024-11-08_25_57.png,
OK,VERIFIED_MATCH,PERFECT MATCH,320,2024-11-07,$50.00,IM-ADA.AI,50.00,Ada AI,2024-11-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imadaai_2024-11-07_50_00.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,321,2024-11-07,$26.25,METROPOLIS PARKING,26.25,Metropolis,2024-11-06,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-07_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,322,2024-11-07,$20.64,SQ *CANNERY HALL,20.64,Cannery Hall,2024-11-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_cannery_hall_2024-11-07_20_64_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,323,2024-11-07,$12.46,SQ *DISTRICT COFFEE,12.46,District Coffee,2024-11-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_district_coffee_2024-11-07_12_46_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,319,2024-11-06,$102.26,SH NASHVILLE F&AMP;B,102.26,Soho House Nashville,2024-11-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fb_2024-11-06_102_26.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),318,2024-11-06,$23.21,PMC - PAID PARKING,23.21,PMC,,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-11-06_23_21_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,316,2024-11-04,$39.87,CORNER PUB,39.87,Corner Pub Green Hills,2024-11-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-11-04_39_87.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,315,2024-11-03,$25.00,IM-ADA.AI,25.00,Ada AI,2024-11-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-03_25_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,310,2024-11-01,$19.76,EXPENSIFY INC.,19.76,Expensify,2024-11-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-11-01_19_76_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,311,2024-11-01,$25.00,IM-ADA.AI,25.00,Ada AI,2024-11-03,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-01_25_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,312,2024-11-01,$21.00,METROPOLIS PARKING,21.00,Metropolis,2024-11-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-01_21_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,313,2024-11-01,$52.68,NOTION LABS INC.,52.68,"Notion Labs, Inc.",2024-11-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/notion_labs_inc_2024-11-01_52_68.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,314,2024-11-01,$23.27,SH NASHVILLE - OTHER,23.27,Soho House Nashville,2019-07-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-01_23_27.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,309,2024-10-31,$67.97,DD *DOORDASH KALAMATAS,67.97,Kalamata's,2024-10-30,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_kalamatas_2024-10-31_67_97.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,306,2024-10-30,$159.74,12 SOUTH TAPROOM &AMP; GRILL,159.74,12 South Taproom,2024-10-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-10-30_159_74_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,307,2024-10-30,$49.24,DD *DOORDASH TACOBAMBA,49.24,Taco Bamba,2024-10-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_tacobamba_2024-10-30_49_24_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,308,2024-10-30,$32.93,MIDJOURNEY INC.,32.93,Midjourney Inc,2024-10-29,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-10-30_32_93.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,301,2024-10-26,$19.99,IMDBPRO,19.99,"IMDb.com, Inc.",2024-10-26,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-10-26_19_99.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,302,2024-10-26,$427.56,LE MERIDIEN ST. LOUIS,427.56,Le Meridien St. Louis Clayton,2024-10-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/le_meridien_st_louis_2024-10-26_427_56_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,303,2024-10-26,$49.71,UBER *TRIP,49.71,Uber,2024-10-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-10-26_49_71_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),300,2024-10-25,$50.00,IM-ADA.AI,50.00,Ada AI,2024-10-25,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-25_50_0.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),298,2024-10-24,$21.95,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,2024-10-23,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-10-24_21_95.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,827,2024-10-23,$6.73,Belcourt Luke II,6.73,Belcourt Luke II,2024-10-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/belcourt_luke_ii_2024-10-23_6_73.jpg,Test OCR upload
OK,VERIFIED_MATCH,PERFECT MATCH,295,2024-10-23,$6.73,201 BELCOURT LOT,6.73,BELCOURT LOT 201,2024-10-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/201_belcourt_lot_2024-10-23_6_73.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,297,2024-10-23,$34.75,TST*FIDO BONGO JAVA,34.75,Fido,2024-10-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstfido_bongo_java_2024-10-23_34_75_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,294,2024-10-22,$144.00,RUNWAY STANDARD PLAN,144.00,"Runway AI, Inc.",2024-10-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/runway_standard_plan_2024-10-22_144_0.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),806,2024-10-21,$50.00,IM-ADA.AI,50.00,Ada AI,2024-10-25,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-21_50_0.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),819,2024-10-21,$50.00,IM-ADA.AI,50.00,Ada AI,2024-10-25,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-21_50_0_2.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,292,2024-10-18,$160.00,CHARTMETRIC,160.00,"Chartmetric, Inc.",2024-10-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-10-18_160_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,805,2024-10-18,$25.00,IM-ADA.AI,25.00,Ada AI,2024-11-03,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-18_25_0.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),813,2024-10-18,$25.00,IM-ADA.AI,25.00,Ada AI,2024-11-03,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-18_25_0_2.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,284,2024-10-16,$1450.00,ACADEMY OF COUNTRY MUS,1450.00,Academy of Country Music,2024-10-16,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/academy_of_country_mus_2024-10-16_1450_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,286,2024-10-16,$133.44,CORNER PUB,133.44,Corner Pub Green Hills,2024-10-16,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-10-16_133_44.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,290,2024-10-16,$29.73,SH NASHVILLE - OTHER,29.73,Soho House Nashville,2024-10-16,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-16_29_73.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,291,2024-10-16,$84.35,SH NASHVILLE F&AMP;B,84.35,Soho House Nashville,2024-10-16,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-10-16_84_35.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),287,2024-10-16,$19.94,PMC - PAID PARKING,19.94,PMC PARKING,2024-10-16,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_19_94.png,
OK,VERIFIED_MATCH,PERFECT MATCH,283,2024-10-15,$422.72,CHAR GREEN HILLS,422.72,Char-Nashville,2024-10-15,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-10-15_422_72_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),282,2024-10-14,$5.00,CLOUDFLARE,5.00,CLOUDFLARE,2025-01-14,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-10-14_5_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,281,2024-10-13,$9.00,SOURCEGRAPH INC,9.00,"Sourcegraph, Inc.",2024-10-13,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-10-13_9_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,276,2024-10-11,$24.22,DD *DOORDASH LASPALMAS,24.22,Las Palmas Mexican Restaurant,2024-10-10,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_laspalmas_2024-10-11_24_22.jpg,
OK,LIKELY_MATCH,Close match: $27.14 vs $25.38 (diff: $1.76),278,2024-10-11,$27.14,SH NASHVILLE - OTHER,25.38,soho house nashville,2024-11-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_27_14.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,274,2024-10-10,$123.79,12 SOUTH TAPROOM &AMP; GRILL,123.79,12 South Taproom,2024-10-09,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-10-10_123_79_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,268,2024-10-08,$10.00,CALENDARBRIDGE,10.00,CalendarBridge,2024-10-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-10-08_10_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,270,2024-10-08,$50.00,IM-ADA.AI,50.00,Ada AI,2024-10-25,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-08_50_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,271,2024-10-08,$26.25,METROPOLIS PARKING,26.25,metropolis,2024-10-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-10-08_26_25_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),272,2024-10-08,$13.13,SPOTIFY USA,13.13,Spotify USA Inc.,2024-11-08,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-10-08_13_13_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,266,2024-10-07,$52.99,SH NASHVILLE - OTHER,52.99,Soho House Nashville,2019-11-24,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-07_52_99.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),267,2024-10-07,$29.73,SH NASHVILLE - OTHER,29.73,Soho House Nashville,2024-10-07,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-07_29_73.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,261,2024-10-04,$23.14,APPLE.COM/BILL,23.14,Apple.com,2024-10-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-10-04_23_14_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,263,2024-10-04,$21.00,METROPOLIS PARKING,21.00,metropolis,2024-10-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-10-04_21_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,264,2024-10-04,$23.27,SH NASHVILLE - OTHER,23.27,Soho House Nashville,2024-11-01,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-04_23_27.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),262,2024-10-04,$25.00,IM-ADA.AI,25.00,Ada AI,2024-11-03,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-04_25_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,258,2024-10-03,$106.85,TST* SMOKIN THIGHS LLC,106.85,Smokin Thighs,2024-10-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_smokin_thighs_llc_2024-10-03_106_85.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,259,2024-10-03,$27.40,TST*HEARTS CAFE,27.40,Hearts Cafe,2024-10-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tsthearts_cafe_2024-10-03_27_4.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),256,2024-10-03,$20.76,PMC - PAID PARKING,20.76,PMC Parking,,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-03_20_76.png,
OK,VERIFIED_MATCH,PERFECT MATCH,252,2024-10-01,$19.76,EXPENSIFY INC.,19.76,Expensify,2024-10-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-10-01_19_76_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,253,2024-10-01,$61.00,TST* THE GREENHOUSE BAR,61.00,the GreenHouse,2024-09-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_the_greenhouse_bar_2024-10-01_61_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,254,2024-10-01,$10.49,TST*BONGO JAVA BELMONT,10.49,BONGO JAVA BELMONT,2024-10-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstbongo_java_belmont_2024-10-01_10_49_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,251,2024-09-30,$32.93,MIDJOURNEY INC.,32.93,Midjourney Inc,2024-09-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-09-30_32_93.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,812,2024-09-28,$25.00,IM-ADA.AI,25.00,Ada AI,2024-11-03,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),249,2024-09-28,$40.33,APPLE.COM/BILL,40.33,Apple Services,2024-07-27,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-28_40_33.jpg,No receipt needed (auto-marked)
OK,LIKELY_MATCH,Good match (conf: 75%),803,2024-09-28,$25.00,IM-ADA.AI,25.00,Ada AI,2024-11-03,75%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0.jpg,
