index,date,amount,merchant,receipt_url,verdict,confidence,receipt_total,receipt_merchant,reasoning
806,2024-10-21,50.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-21_50_0.jpg,VERIFIED,95,50.00,Ada AI,The receipt total matches the bank transaction amount. The merchant name 'Ada AI' reasonably matches 'IM-ADA.AI'. The receipt date (2024-10-25) is within 7 days of the bank transaction date (2024-10-21).
819,2024-10-21,50.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-21_50_0_2.jpg,VERIFIED,100,50.00,Ada AI,"The receipt shows a total of $50.00, the date is within 7 days of the bank transaction date, and the merchant name 'Ada AI' reasonably matches 'IM-ADA.AI'."
292,2024-10-18,160.0,CHARTMETRIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-10-18_160_0.jpg,UNCLEAR,0,,,API error: 429
805,2024-10-18,25.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-18_25_0.jpg,UNCLEAR,0,,,API error: 429
813,2024-10-18,25.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-18_25_0_2.jpg,UNCLEAR,0,,,API error: 429
284,2024-10-16,1450.0,ACADEMY OF COUNTRY MUS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/academy_of_country_mus_2024-10-16_1450_0.jpg,UNCLEAR,0,,,API error: 429
286,2024-10-16,133.44,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-10-16_133_44.jpg,UNCLEAR,0,,,API error: 429
287,2024-10-16,19.94,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_19_94.png,UNCLEAR,0,,,API error: 429
289,2024-10-16,37.48,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-16_37_48.jpg,UNCLEAR,0,,,API error: 429
290,2024-10-16,29.73,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-16_29_73.jpg,UNCLEAR,0,,,API error: 429
291,2024-10-16,84.35,SH NASHVILLE F&AMP;B,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-10-16_84_35.jpg,UNCLEAR,0,,,API error: 429
804,2024-10-16,26.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_26_22.png,UNCLEAR,0,,,API error: 429
818,2024-10-16,26.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_26_22_2.png,UNCLEAR,0,,,API error: 429
283,2024-10-15,422.72,CHAR GREEN HILLS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-10-15_422_72_3.jpg,UNCLEAR,0,,,API error: 429
282,2024-10-14,5.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-10-14_5_0.jpg,UNCLEAR,0,,,API error: 429
281,2024-10-13,9.0,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-10-13_9_0.jpg,UNCLEAR,0,,,API error: 429
276,2024-10-11,24.22,DD *DOORDASH LASPALMAS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_laspalmas_2024-10-11_24_22.jpg,UNCLEAR,0,,,API error: 429
277,2024-10-11,23.27,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_23_27.PNG,UNCLEAR,0,,,API error: 429
278,2024-10-11,27.14,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_27_14.jpg,UNCLEAR,0,,,API error: 429
279,2024-10-11,62.04,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_62_04.jpg,UNCLEAR,0,,,API error: 429
274,2024-10-10,123.79,12 SOUTH TAPROOM &AMP; GRILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-10-10_123_79_3.jpg,UNCLEAR,0,,,API error: 429
273,2024-10-09,30.05,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-09_30_05.png,UNCLEAR,0,,,API error: 429
269,2024-10-08,83.92,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-10-08_83_92.heic,UNCLEAR,0,,,API error: 429
268,2024-10-08,10.0,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-10-08_10_0.jpg,UNCLEAR,0,,,API error: 429
270,2024-10-08,50.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-08_50_0.jpg,UNCLEAR,0,,,API error: 429
271,2024-10-08,26.25,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-10-08_26_25_3.jpg,UNCLEAR,0,,,API error: 429
272,2024-10-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-10-08_13_13_3.jpg,UNCLEAR,0,,,API error: 429
266,2024-10-07,52.99,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-07_52_99.jpg,UNCLEAR,0,,,API error: 429
267,2024-10-07,29.73,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-07_29_73.jpg,UNCLEAR,0,,,API error: 429
261,2024-10-04,23.14,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-10-04_23_14_3.jpg,UNCLEAR,0,,,API error: 429
262,2024-10-04,25.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-04_25_0.jpg,UNCLEAR,0,,,API error: 429
263,2024-10-04,21.0,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-10-04_21_0.jpg,UNCLEAR,0,,,API error: 429
264,2024-10-04,23.27,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-04_23_27.jpg,UNCLEAR,0,,,API error: 429
258,2024-10-03,106.85,TST* SMOKIN THIGHS LLC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_smokin_thighs_llc_2024-10-03_106_85.jpg,UNCLEAR,0,,,API error: 429
259,2024-10-03,27.4,TST*HEARTS CAFE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tsthearts_cafe_2024-10-03_27_4.jpg,UNCLEAR,0,,,API error: 429
256,2024-10-03,20.76,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-03_20_76.png,UNCLEAR,0,,,API error: 429
255,2024-10-02,10.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-02_10_0.jpg,UNCLEAR,0,,,API error: 429
252,2024-10-01,19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-10-01_19_76_3.jpg,UNCLEAR,0,,,API error: 429
253,2024-10-01,61.0,TST* THE GREENHOUSE BAR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_the_greenhouse_bar_2024-10-01_61_0.jpg,UNCLEAR,0,,,API error: 429
254,2024-10-01,10.49,TST*BONGO JAVA BELMONT,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstbongo_java_belmont_2024-10-01_10_49_3.jpg,UNCLEAR,0,,,API error: 429
250,2024-09-30,50.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-30_50_0.jpg,UNCLEAR,0,,,API error: 429
251,2024-09-30,32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-09-30_32_93.jpg,UNCLEAR,0,,,API error: 429
249,2024-09-28,40.33,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-28_40_33.jpg,UNCLEAR,0,,,API error: 429
803,2024-09-28,25.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0.jpg,UNCLEAR,0,,,API error: 429
811,2024-09-28,25.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0_2.jpg,UNCLEAR,0,,,API error: 429
812,2024-09-28,25.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0_3.jpg,UNCLEAR,0,,,API error: 429
247,2024-09-26,8.85,PARK HAPPY LLC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-09-26_8_85.jpg,UNCLEAR,0,,,API error: 429
246,2024-09-26,19.99,IMDBPRO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-09-26_19_99.jpg,UNCLEAR,0,,,API error: 429
248,2024-09-26,14.22,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-26_14_22.jpg,UNCLEAR,0,,,API error: 429
243,2024-09-25,26.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-25_26_22.png,UNCLEAR,0,,,API error: 429
242,2024-09-25,5.18,LAZGO NASHVILLE M32180,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lazgo_nashville_m32180_2024-09-25_5_18.jpg,UNCLEAR,0,,,API error: 429
244,2024-09-25,224.64,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-25_224_64.jpg,UNCLEAR,0,,,API error: 429
245,2024-09-25,20.0,THE GATEWAY TO NASHVILLE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_gateway_to_nashville_2024-09-25_20_0.jpg,UNCLEAR,0,,,API error: 429
239,2024-09-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-09-24_21_95.jpg,UNCLEAR,0,,,API error: 429
240,2024-09-24,689.59,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-24_689_59.jpg,UNCLEAR,0,,,API error: 429
235,2024-09-21,5.6,201 BELCOURT LOT,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/201_belcourt_lot_2024-09-21_5_6.jpg,UNCLEAR,0,,,API error: 429
234,2024-09-20,26.25,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-20_26_25_3.jpg,UNCLEAR,0,,,API error: 429
230,2024-09-19,14.09,AMERICANO LOUNGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/americano_lounge_2024-09-19_14_09.png,UNCLEAR,0,,,API error: 429
232,2024-09-19,11.63,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_11_63.jpg,UNCLEAR,0,,,API error: 429
233,2024-09-19,38.78,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_38_78.jpg,UNCLEAR,0,,,API error: 429
227,2024-09-18,10.99,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-18_10_99_3.jpg,UNCLEAR,0,,,API error: 429
229,2024-09-18,71.09,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-18_71_09.jpg,UNCLEAR,0,,,API error: 429
228,2024-09-18,29.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-18_29_22.png,UNCLEAR,0,,,API error: 429
226,2024-09-17,38.79,UBER *TRIP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-17_38_79.jpg,UNCLEAR,0,,,API error: 429
221,2024-09-16,26.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-16_26_22.png,UNCLEAR,0,,,API error: 429
219,2024-09-16,17.88,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-16_17_88.jpg,UNCLEAR,0,,,API error: 429
220,2024-09-16,38.24,PARKINGMANAGEMENTCOMPANY,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parkingmanagementcompany_2024-09-16_38_24_3.jpg,UNCLEAR,0,,,API error: 429
223,2024-09-16,40.07,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-16_40_07.jpg,UNCLEAR,0,,,API error: 429
224,2024-09-16,144.06,TST*MARTINS BAR-B-QUE JO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstmartins_bar_b_que_jo_2024-09-16_144_06.jpg,UNCLEAR,0,,,API error: 429
215,2024-09-15,76.81,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-15_76_81_3.jpg,UNCLEAR,0,,,API error: 429
216,2024-09-15,77.89,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-15_77_89_3.jpg,UNCLEAR,0,,,API error: 429
214,2024-09-14,5.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-09-14_5_0.jpg,UNCLEAR,0,,,API error: 429
212,2024-09-13,313.01,GOLDEN NUGGET HOTEL LV,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-09-13_313_01.png,UNCLEAR,0,,,API error: 429
208,2024-09-12,27.22,GNLV THE GRILLE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/gnlv_the_grille_2024-09-12_27_22.jpg,UNCLEAR,0,,,API error: 429
209,2024-09-12,26.92,UBER *TRIP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_26_92_3.jpg,UNCLEAR,0,,,API error: 429
210,2024-09-12,55.53,UBER *TRIP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_55_53_3.jpg,UNCLEAR,0,,,API error: 429
211,2024-09-12,41.98,UBER *TRIP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_41_98.png,UNCLEAR,0,,,API error: 429
201,2024-09-11,86.62,CADILLAC BAR LAS VEGAS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cadillac_bar_las_vegas_2024-09-11_86_62_3.jpg,UNCLEAR,0,,,API error: 429
206,2024-09-11,20.66,TST* PYRAMIDS CAFE - AIRP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_pyramids_cafe_airp_2024-09-11_20_66_3.jpg,UNCLEAR,0,,,API error: 429
207,2024-09-11,44.78,UBER *TRIP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-11_44_78_3.jpg,UNCLEAR,0,,,API error: 429
204,2024-09-11,40.0,SWA*UPGBOARD5264253430990,,NO_RECEIPT,0,,,No receipt attached
205,2024-09-11,40.0,SWA*UPGBOARD5264253431024,,NO_RECEIPT,0,,,No receipt attached
198,2024-09-10,43.5,BINION'S BARS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/binions_bars_2024-09-10_43_5.jpg,UNCLEAR,0,,,API error: 429
199,2024-09-10,69.9,DEL FRISCOS GRILL NASHVL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/missing_receipt_downhome_09-10-2024_697d5c71.jpg,UNCLEAR,0,,,API error: 429
191,2024-09-09,93.26,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-09_93_26_3.jpg,UNCLEAR,0,,,API error: 429
192,2024-09-09,7.55,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-09_7_55.jpg,UNCLEAR,0,,,API error: 429
187,2024-09-08,318.0,CLEAR *CLEARME.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-09-08_318_0.png,UNCLEAR,0,,,API error: 429
186,2024-09-08,10.0,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-09-08_10_0.jpg,UNCLEAR,0,,,API error: 429
190,2024-09-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-09-08_13_13_3.jpg,UNCLEAR,0,,,API error: 429
181,2024-09-07,100.57,GOLDEN NUGGET HOTEL LV,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-09-07_100_57.jpg,UNCLEAR,0,,,API error: 429
180,2024-09-07,10.96,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-07_10_96_3.jpg,UNCLEAR,0,,,API error: 429
182,2024-09-07,26.25,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-07_26_25_3.jpg,UNCLEAR,0,,,API error: 429
174,2024-09-06,10.96,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-06_10_96_3.jpg,UNCLEAR,0,,,API error: 429
177,2024-09-06,40.07,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-06_40_07.jpg,UNCLEAR,0,,,API error: 429
178,2024-09-06,24.56,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-06_24_56.jpg,UNCLEAR,0,,,API error: 429
170,2024-09-05,21.0,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-05_21_0.jpg,UNCLEAR,0,,,API error: 429
171,2024-09-05,10.99,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-05_10_99.jpg,UNCLEAR,0,,,API error: 429
172,2024-09-05,100.82,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-05_100_82.jpg,UNCLEAR,0,,,API error: 429
165,2024-09-04,59.16,12 SOUTH TAPROOM &AMP; GRILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-09-04_59_16.jpg,UNCLEAR,0,,,API error: 429
166,2024-09-04,39.78,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-09-04_39_78_3.jpg,UNCLEAR,0,,,API error: 429
167,2024-09-04,45.15,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-09-04_45_15.jpg,UNCLEAR,0,,,API error: 429
169,2024-09-04,5.46,SQ *WELL COFFEEHOUSE BREN,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_well_coffeehouse_bren_2024-09-04_5_46_3.jpg,UNCLEAR,0,,,API error: 429
168,2024-09-04,24.59,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-04_24_59.png,UNCLEAR,0,,,API error: 429
163,2024-09-03,17.88,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-03_17_88.jpg,UNCLEAR,0,,,API error: 429
164,2024-09-03,24.17,SQ *HIGH POINT COFFEE TN,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_high_point_coffee_tn_2024-09-03_24_17.png,UNCLEAR,0,,,API error: 429
160,2024-09-01,19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-09-01_19_76_3.jpeg,UNCLEAR,0,,,API error: 429
159,2024-08-31,23.14,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-31_23_14_3.jpg,UNCLEAR,0,,,API error: 429
156,2024-08-30,84.47,CHUY'S 110,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chuys_110_2024-08-30_84_47.jpg,UNCLEAR,0,,,API error: 429
157,2024-08-30,16.99,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-30_16_99.jpg,UNCLEAR,0,,,API error: 429
158,2024-08-30,32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-08-30_32_93.jpg,UNCLEAR,0,,,API error: 429
154,2024-08-29,67.81,CHAR GREEN HILLS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-08-29_67_81_3.jpg,UNCLEAR,0,,,API error: 429
155,2024-08-29,9.29,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-29_9_29.jpg,UNCLEAR,0,,,API error: 429
152,2024-08-28,18.1,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-28_18_1.jpg,UNCLEAR,0,,,API error: 429
151,2024-08-28,26.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-28_26_22.jpg,UNCLEAR,0,,,API error: 429
141,2024-08-27,40.33,APPLE.COM/BILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-27_40_33.jpg,UNCLEAR,0,,,API error: 429
143,2024-08-27,418.98,SOUTHWES 5262554636372,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262554636372_2024-08-27_418_98.jpg,UNCLEAR,0,,,API error: 429
138,2024-08-26,19.99,IMDBPRO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-08-26_19_99.jpg,UNCLEAR,0,,,API error: 429
139,2024-08-26,23.21,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-26_23_21_3.jpg,UNCLEAR,0,,,API error: 429
140,2024-08-26,24.91,SH NASHVILLE F&AMP;B,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-26_24_91.jpg,UNCLEAR,0,,,API error: 429
136,2024-08-25,50.0,ROSTR PRO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-08-25_50_0.jpg,UNCLEAR,0,,,API error: 429
134,2024-08-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-08-24_21_95.jpg,UNCLEAR,0,,,API error: 429
135,2024-08-24,7.63,PARK HAPPY LLC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-21 at 3.02.18 AM.png,UNCLEAR,0,,,Could not fetch image: 404
124,2024-08-23,79.64,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-08-23_79_64_3.jpg,UNCLEAR,0,,,API error: 429
125,2024-08-23,10.99,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-23_10_99_3.jpg,UNCLEAR,0,,,API error: 429
129,2024-08-23,9.05,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-23_9_05.png,UNCLEAR,0,,,API error: 429
120,2024-08-22,174.56,LINKEDIN JOB 9849229796,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/linkedin_job_9849229796_2024-08-22_174_56.jpg,UNCLEAR,0,,,API error: 429
121,2024-08-22,22.51,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_22_51_3.jpg,UNCLEAR,0,,,API error: 429
122,2024-08-22,29.28,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_29_28_3.jpg,UNCLEAR,0,,,API error: 429
117,2024-08-21,38.03,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-21_38_03_3.jpg,UNCLEAR,0,,,API error: 429
112,2024-08-20,27.42,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-20_27_42_3.jpg,UNCLEAR,0,,,API error: 429
113,2024-08-20,10.26,PARK HAPPY LLC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-20_10_26.jpg,UNCLEAR,0,,,API error: 429
114,2024-08-20,23.21,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-20_23_21_3.jpg,UNCLEAR,0,,,API error: 429
