id,date,bank_description,amount,merchant,description,status,receipt_url
4333,2024-10-16,APPLE.COM/BILL,106.40,Apple,Apple - AppleCare+ device protection (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4333_apple_apple_care___protection_2024-10-16_106_4.png
1035,2024-10-18,CHARTMETRIC,160.00,Chartmetric  Inc.,Chartmetric - Music industry analytics (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1035_chartmetric_inc_2024-10-18_160_00.jpg
1631,2024-10-18,IM-ADA.AI,25.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1631_imadaai_2024-10-18_25_00.jpg
1633,2024-10-21,IM-ADA.AI,50.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/806_ada_ai_2024-10-21_50_00.jpg
1037,2024-10-22,RUNWAY STANDARD PLAN,144.00,Runway AI  Inc.,Runway AI - Video editing and AI effects (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1037_runway_ai_inc_2024-10-22_144_00.jpg
1038,2024-10-23,201 BELCOURT LOT,6.73,Belcourt Lot 201,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1038_belcourt_lot_201_2024-10-23_6_73.jpg
1040,2024-10-23,TST*FIDO BONGO JAVA,34.75,Fido,Fido Coffee - Coffee with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1040_fido_2024-10-23_34_75.jpg
1041,2024-10-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1041_anthropic_2024-10-23_21_94.jpg
144,2024-10-25,BONHOMME PLACE GARAGE,27.00,BONHOMME PLACE GARAGE,Parking - St. Louis business trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/144_bonhomme_place_garage_2024-10-25_27_00.png
1043,2024-10-25,IM-ADA.AI,50.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1043_ada_ai_2024-10-25_50_00.jpg
1044,2024-10-26,IMDBPRO,19.99,IMDb.com  Inc.,IMDb Pro - Film/TV industry database (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1044_imdb_com_inc_2024-10-26_19_98.jpg
1045,2024-10-26,LE MERIDIEN ST. LOUIS,427.56,Le Meridien St. Louis Clayton,Le Meridien St. Louis - Business travel lodging,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1045_le_meridien_st_louis_clayton_2024-10-25_427_56.jpg
1046,2024-10-26,UBER *TRIP,49.71,Uber,Uber around St. Louis - Jackie Joyner Kersee Event,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1046_uber_2024-10-25_49_71.jpg
1048,2024-10-28,JJK FOUNDATION,60.00,Jackie's Dream Box Raffle,JJK Foundation - 3x$20 Dream Box Raffle tickets,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1048_jjk_foundation_2024-10-28_60_00.png
1049,2024-10-30,12 SOUTH TAPROOM & GRILL,159.74,12 South Taproom,12 South Taproom - Team dinner with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1049_12_south_taproom_2024-10-29_159_74.jpg
1050,2024-10-30,DD *DOORDASH TACOBAMBA,49.24,Taco Bamba,Taco Bamba - Team lunch with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1050_taco_bamba_2024-10-29_49_24.jpg
1051,2024-10-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1051_midjourney_inc_2024-10-29_32_92.jpg
1052,2024-10-31,DD *DOORDASH KALAMATAS,67.97,Kalamata's,Kalamatas - Team lunch with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1052_kalamata_s_2024-10-30_67_96.jpg
4325,2024-10-31,APPLE.COM/BILL,23.14,Apple,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4325_apple_apple_music_family_2024-10-31_23_14.png
1053,2024-11-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1053_expensify_2024-11-01_19_76.jpg
1054,2024-11-01,IM-ADA.AI,25.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1054_ada_ai_2024-11-03_25_00.jpg
1055,2024-11-01,METROPOLIS PARKING,21.00,Metropolis,Parking - CMS Nashville,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1055_metropolis_2024-11-01_21_00.jpg
1056,2024-11-01,NOTION LABS INC.,52.68,Notion Labs  Inc.,Notion - Wiki and documentation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1056_notion_labs_inc_2024-11-01_52_67.jpg
1057,2024-11-01,SH NASHVILLE - OTHER,23.27,Soho House Nashville,Soho House Nashville - CMS Nashville meeting with Devin Ford (CMA),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1057_soho_house_nashville_2019-07-25_23_26.jpg
1058,2024-11-03,IM-ADA.AI,25.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1058_ada_ai_2024-11-02_25_00.jpg
1059,2024-11-04,CORNER PUB,39.87,Corner Pub Green Hills,Corner Pub - Lunch with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1059_corner_pub_green_hills_2024-11-04_39_86.jpg
1061,2024-11-06,PMC - PAID PARKING,23.21,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1061_pmc_2024-11-06_23_21.jpg
1062,2024-11-06,SH NASHVILLE F&B,102.26,Soho House Nashville,Soho House Nashville - Meeting with Bill Stapleton,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1062_soho_house_nashville_2024-11-06_102_26.jpg
1063,2024-11-07,IM-ADA.AI,50.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1063_ada_ai_2024-11-07_50_00.jpg
1064,2024-11-07,METROPOLIS PARKING,26.25,Metropolis,Parking - Meeting with Ben Kline (Red Light Management),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1064_metropolis_2024-11-06_26_25.jpg
1065,2024-11-07,SQ *CANNERY HALL,20.64,Cannery Hall,Cannery Hall - Industry event meal,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1065_cannery_hall_2024-11-07_20_64.jpg
1066,2024-11-07,SQ *DISTRICT COFFEE,12.46,District Coffee,District Coffee - Coffee with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1066_district_coffee_2024-11-07_12_46.jpg
1067,2024-11-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1067_calendarbridge_2024-11-08_10_00.jpg
1068,2024-11-08,DD *DOORDASH LASPALMAS,25.57,Tacos Por Favor,Las Palmas - Down Home house meeting with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1068_tacos_por_favor_2024-11-08_25_28.png
1069,2024-11-08,METROPOLIS PARKING,10.99,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1069_metropolis_2024-11-08_10_99.jpg
1070,2024-11-08,SH NASHVILLE - OTHER,45.24,Soho House Nashville,Soho House Nashville - Dinner with Ben Kline (Red Light Management),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1070_sh_nashville_other_2024-11-08_45_24.png
1071,2024-11-08,SPOTIFY USA,13.13,Spotify USA Inc.,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1071_spotify_usa_inc_2024-11-08_13_13.jpg
1072,2024-11-09,IM-ADA.AI,50.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1072_ada_ai_2024-11-07_50_00.jpg
1073,2024-11-12,SH NASHVILLE - OTHER,176.99,Soho House Nashville,Soho House Nashville - Meeting with Tim Staples (Shareability) - Tyler Stevens (Kinwoven),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1073_soho_house_nashville_2024-11-12_176_99.jpg
1074,2024-11-12,SH NASHVILLE F&B,361.72,Soho House Nashville,Soho House Nashville - Meeting with Bill Stapleton - Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1074_soho_house_nashville_2024-11-12_361_72.jpg
1075,2024-11-13,GIVERGY: CHARITY EVENT,1043.66,Nashville Bourbon Auction to benefit NashvilleHealth,Givergy - CMA Foundation charity auction (Golden Nugget),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1075_givergy_nashville_bourbon_auct_2024-11-12_1043_66.jpg
1076,2024-11-13,METROPOLIS PARKING,15.99,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1076_metropolis_2024-11-14_15_99.jpg
1077,2024-11-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1077_sourcegraph_inc_2024-11-13_9_00.jpg
1078,2024-11-13,SQ *THE PERCH,42.01,The Perch,The Perch - Meeting with Chris King,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1078_the_perch_2024-11-13_42_00.jpg
1079,2024-11-14,12 SOUTH TAPROOM & GRILL,279.44,12 South Taproom,12 South Taproom - Team dinner with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1079_12_south_taproom_2024-11-13_279_43.jpg
1080,2024-11-14,ANTHROPIC,27.44,Anthropic,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1080_anthropic_2024-11-14_27_44.jpg
1081,2024-11-14,CLOUDFLARE,5.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1081_cloudflare_2024-11-14_5_00.jpg
1082,2024-11-14,METROPOLIS PARKING,15.99,Metropolis,Parking - Meeting with Wesley Street (Nashville Aircraft),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1082_metropolis_parking_2024-11-14_15_99.jpg
1083,2024-11-14,SH NASHVILLE - OTHER,7.76,Soho House Nashville,Soho House Nashville - Meeting with Wesley Street (Nashville Aircraft),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1083_soho_house_nashville_2024-11-14_7_75.jpg
1084,2024-11-15,METROPOLIS PARKING,29.40,Metropolis Parking,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1084_metropolis_parking_2024-11-15_29_39.jpg
1085,2024-11-15,METROPOLIS PARKING,15.99,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1085_metropolis_2024-11-12_15_99.jpg
1087,2024-11-15,SH NASHVILLE - OTHER,16.80,Soho House Nashville,Soho House Nashville - Dinner with Rae Del Bianco (Ten Year Town),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1087_soho_house_nashville_2024-11-15_16_80.jpg
4332,2024-11-15,APPLE.COM/BILL,102.03,Apple,Apple - Apple One Bundle (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4332_apple_apple_one_bundle__annual__2024-11-15_102_03.png
1089,2024-11-16,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1089_metropolis_2024-11-15_26_25.jpg
1090,2024-11-17,BROADWAY BREWHOUSE DOWNTO,47.34,Broadway Brewhouse Downtown,Broadway Brewhouse - Dinner with Tyler Stevens (Kinwoven),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1090_broadway_brewhouse_downtown_2024-11-17_47_34.jpg
824,2024-11-18,Midjourney,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/824_midjourney_2024-11-18_32_92.jpg
1091,2024-11-18,CHARTMETRIC,160.00,Chartmetric  Inc.,Chartmetric - Music industry analytics (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1091_chartmetric_inc_2024-11-18_160_00.jpg
1092,2024-11-19,MARSH HOUSE,30.69,Thompson Hotel / Marsh House,Marsh House - Dinner with the Steiners,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1092_soho_house_nashville_2025-04-30_30_62.jpeg
1093,2024-11-20,IM-ADA.AI,100.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1093_ada_ai_2024-11-20_100_00.jpg
1094,2024-11-20,METROPOLIS PARKING,20.66,Icon Garage,Parking - Bourbon Auction pitch,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1094_pmc_paid_parking_2024-08-22_22_28.jpg
1095,2024-11-21,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1095_metropolis_parking_2024-11-21_26_25.jpg
1096,2024-11-21,PARKING OMNI NASHVILLE PA,34.96,Omni Nashville,Parking - Omni Nashville meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1096_omni_nashville_2024-11-21_34_96.jpg
1097,2024-11-22,SH NASHVILLE - OTHER,34.90,Soho House Nashville,Soho House Nashville - Dinner with Abbi Roth,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1097_soho_house_nashville_2024-11-22_34_89.jpg
1098,2024-11-22,SH NASHVILLE - OTHER,59.46,Soho House Nashville,Soho House Nashville - Meeting with Bill Stapleton,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1098_soho_house_nashville_2024-11-22_59_46.png
1099,2024-11-22,SH NASHVILLE - OTHER,15.51,Soho House Nashville,Soho House Nashville - Drinks with Abbi Roth,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1099_soho_house_nashville_2024-11-22_15_50.jpg
1100,2024-11-23,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1100_metropolis_2024-11-22_26_25.jpg
1101,2024-11-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1101_anthropic_2024-11-23_21_94.jpg
1103,2024-11-24,SH NASHVILLE - OTHER,52.99,Soho House Nashville,Soho House Nashville - Meeting with Jason Ross (Down Home),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1103_soho_house_nashville_2024-11-24_52_99.jpg
1104,2024-11-25,CORNER PUB,72.89,The Original Corner Pub,Corner Pub - Lunch with Scott Siman (Em.co) - Dallas Jackson - and Blake,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1104_the_original_corner_pub_2024-11-25_72_00.jpg
1105,2024-11-25,CORNER PUB,51.98,The Original Corner Pub,Corner Pub - Lunch with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1105_corner_pub_2024-11-25_51_97.jpg
1106,2024-11-25,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1106_metropolis_parking_2024-11-24_26_25.jpg
1107,2024-11-25,SH NASHVILLE - OTHER,38.78,Soho House Nashville,Soho House Nashville - Meeting with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1107_soho_house_nashville_2024-11-25_38_78.jpg
1108,2024-11-26,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1108_metropolis_2024-11-25_26_25.jpg
1109,2024-11-27,PMC - PAID PARKING,12.84,McCabe Pub Lot,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1109_pmc_2024-11-27_12_83.jpg
1110,2024-11-27,SOUTHWES 5262584463367,884.98,Southwest,Southwest Airlines - Nashville December flight,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1110_southwest_2024-12-02_884_98.jpg
1111,2024-11-29,GOLDEN NUGGET HOTEL LV,123.17,Golden Nugget Las Vegas,Golden Nugget Hotel - NFR Vegas meal credit,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1111_golden_nugget_hotel_lv_2024-11-29_123_17.png
1113,2024-11-30,IM-ADA.AI,100.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1113_im_ada_ai_2024-11-30_100_00.jpg
1114,2024-11-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1114_midjourney_inc_2024-11-29_32_92.jpg
1115,2024-12-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1115_expensify_2024-12-01_19_76.jpg
1116,2024-12-02,SO PT CATALINA BAR,11.00,South Point Catalina Bar,South Point Catalina Bar - NFR event drinks,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1116_so_pt_catalina_bar_2024-12-02_11_00.png
1117,2024-12-02,THE URBAN JUICER,12.25,THE URBAN JUICER,Urban Juicer - Juice during Golden Nugget Vegas trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1117_the_urban_juicer_2024-12-02_12_25.jpg
1118,2024-12-02,UBER *TRIP,51.07,Uber,Uber to Thomas & Mack Center - NFR Finals attendance,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1118_uber_2024-12-02_51_07.jpg
1119,2024-12-02,UBER *TRIP,37.14,Uber,Uber from home office to Nashville Airport - departing for NFR Finals,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1119_uber_2024-12-02_37_14.jpg
1120,2024-12-02,WENDYS #652,20.14,Wendy's Restaurant,Wendys - NFR Vegas quick meal,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1120_wendy_s_restaurant_6527_2024-12-02_20_14.jpg
1121,2024-12-03,COSMOPOL-BLUE RIBBON,708.64,Blue Ribbon Las Vegas,Cosmopolitan Blue Ribbon - NFR event dinner,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1121_blue_ribbon_las_vegas_2024-12-03_708_63.jpg
1122,2024-12-03,RWLV RW STORE HILTON,31.67,Resorts World,Resorts World Hilton - Golden Nugget prep,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1122_resorts_world_2024-12-03_31_67.jpg
1123,2024-12-03,STARBUCKS 65853,22.37,Starbucks,Starbucks - Coffee during Golden Nugget prep,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1123_starbucks_2021-12-03_22_37.jpg
1124,2024-12-03,UBER *TRIP,28.46,Uber,Uber from Las Vegas Airport to Downtown Las Vegas - NFR Finals week,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1124_uber_trip_2024-12-03_28_46.png
1125,2024-12-03,UBER *TRIP,48.15,Uber,Uber from Downtown Las Vegas to Las Vegas Strip - NFR Finals week,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1125_uber_2024-12-04_48_14.jpg
1126,2024-12-03,UBER *TRIP,24.22,Uber,Uber around Las Vegas - NFR Finals week networking,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1126_uber_2024-12-02_24_21.jpg
4324,2024-12-03,APPLE.COM/BILL,23.14,Apple,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4324_apple_apple_music_family_2024-12-03_23_14.png
1127,2024-12-04,CURB LV TAXI NELLIS,37.18,NELLIS CAB,Taxi - Las Vegas NFR,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1127_nellis_cab_2024-12-03_37_17.jpg
1128,2024-12-04,CURB LV TAXI YCS,46.32,Curb Taxi,Curb Taxi - Las Vegas NFR transportation,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1128_curb_lv_taxi_ycs_2024-12-04_46_32.png
1129,2024-12-04,PROFESSIONAL RODEO COWBO,75.00,PROFESSIONAL RODEO COWBOY,Professional Rodeo Cowboys Assn - NFR ticket,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1129_professional_rodeo_cowboy_2024-12-03_75_00.jpeg
1131,2024-12-05,BONANNOS NY PIZZERIA D,38.82,Bonanno's Pizzeria MGM Dome,Bonannos Pizzeria - NFR Las Vegas dinner,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1131_bonanno_s_pizzeria_mgm_dome_2024-12-05_38_82.jpg
1132,2024-12-05,CHICK-FIL-A LAS VEGAS,24.25,Chick-Fil-A,Chick-fil-A - NFR Las Vegas lunch,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1132_chick_fil_a_2024-12-04_24_25.jpg
1133,2024-12-05,DESERT CAB,34.44,Desert Cab,Desert Cab - Las Vegas NFR transportation,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1133_desert_cab_2024-12-05_34_43.png
1134,2024-12-05,LAS VEGAS CONVENTION CTR,26.50,Las Vegas Convention Center,Las Vegas Convention Center - NFR Film/TV event,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1134_las_vegas_convention_ctr_2024-12-05_26_50.jpg
1136,2024-12-05,UBER *TRIP,21.51,Uber,Uber around Las Vegas - NFR Finals week events,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1136_uber_2024-12-05_21_51.jpg
145,2024-12-06,STARBUCKS STORE 00661,9.86,STARBUCKS STORE 00661,Starbucks - Coffee with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/145_starbucks_store_00661_2024-12-06_9_85.png
1137,2024-12-06,COSMOPOL-BANG BAR,33.38,THE COSMOPOLITAN,Cosmopolitan Bang Bar - NFR Las Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1137_the_cosmopolitan_2024-12-07_33_38.jpg
1138,2024-12-06,CURB LV TAXI YCS,29.87,844167307884,Curb Taxi - Las Vegas NFR transportation,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1138_curb_lv_taxi_ycs_2024_12_06_70_2024-12-06_29_87.png
1139,2024-12-06,CURB LV TAXI YCS,18.89,Unknown,Taxi from airport - Las Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1139_not_listed_implied_taxi_servic_2024-12-04_18_89.jpg
1140,2024-12-06,DESERT CAB,43.49,Desert,Taxi to hotel - Las Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1140_desert_cab_2024-12-06_43_49.jpg
1141,2024-12-06,PORT OF SUBS 0053,17.55,Port of Subs #053,Port of Subs - NFR Las Vegas lunch,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1141_port_of_subs_053_2022-12-06_17_55.jpg
1143,2024-12-06,UBER *TRIP,20.84,Uber,Uber to NFR afterparty venue - NFR Finals networking,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1143_uber_2024-12-06_20_83.jpg
1144,2024-12-06,UBER *TRIP,54.93,Uber,Uber from Las Vegas Strip to hotel - NFR Finals week,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1144_uber_2024-12-05_54_92.jpg
1145,2024-12-06,UBER *TRIP,35.21,Uber,Uber around Las Vegas - NFR Finals final day,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1145_uber_2024-12-05_35_21.jpg
1146,2024-12-07,CURB LV TAXI YCS,16.83,Curb Taxi,Curb Taxi - Las Vegas NFR transportation,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1146_curb_lv_taxi_ycs_2024-12-07_16_82.png
1147,2024-12-07,Annual user fee for Cursor application  code  design tool - DH.com  Presentations  Plans  Etc Development.,766.92,Cursor,Cursor - AI code editor (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1147_cursor_2024-12-07_766_91.png
