Index,Date,Amount,Merchant,Category,Status,Attention,AI_Confidence,Receipt_Merchant,Receipt_Total,Receipt_Date,Receipt_URL,Notes
407,2024-12-07,$355.00,HOTELTONIGHT*VIRGIN HO,Travel,good,VERIFIED (previous run),100%,HotelTonight for Virgin Hotels Las Vegas,355.00,2024-12-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/hoteltonightvirgin_ho_2024-12-07_355_0.png,
408,2024-12-07,$33.16,PIZZA FORTE HARD ROCK,Meals & Entertainment,good,VERIFIED (previous run),100%,Pizza Forte,33.16,2024-12-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pizza_forte_hard_rock_2024-12-07_33_16.jpg,
409,2024-12-07,$664.98,SOUTHWES 5262587584631,Travel,good,VERIFIED (previous run),100%,Southwest,664.98,2024-12-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262587584631_2024-12-07_664_98.jpg,
410,2024-12-07,$34.68,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,34.68,2024-12-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-07_34_68.png,
411,2024-12-07,$40.60,VHLV-CHOW FUN,Meals & Entertainment,good,VERIFIED (previous run),100%,VHLV-CHOW FUN,40.60,2024-12-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_chow_fun_2024-12-07_40_6.jpg,
394,2024-12-06,$33.38,COSMOPOL-BANG BAR,Meals & Entertainment,good,VERIFIED (previous run),100%,THE COSMOPOLITAN,33.38,2024-12-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cosmopol_bang_bar_2024-12-06_33_38.jpg,
395,2024-12-06,$29.87,CURB LV TAXI YCS,Travel,good,VERIFIED (previous run),100%,curb lv taxi ycs 2024 12 06 700,,2024-12-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-06_29_87.jpg,
396,2024-12-06,$18.89,CURB LV TAXI YCS,Travel,good,VERIFIED (previous run),100%,Not listed (implied taxi service),18.89,2024-12-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-06_18_89_3.jpg,
397,2024-12-06,$43.49,DESERT CAB,Travel,good,VERIFIED (previous run),100%,Desert Cab,43.49,2024-12-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_cab_2024-12-06_43_49_3.jpg,
398,2024-12-06,$17.55,PORT OF SUBS 0053,Meals & Entertainment,good,VERIFIED (previous run),100%,Port of Subs #053,17.55,2022-12-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/port_of_subs_0053_2024-12-06_17_55_3.jpg,
400,2024-12-06,$20.84,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,20.84,2024-12-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_20_84.jpg,
401,2024-12-06,$54.93,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,54.93,2024-12-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_54_93.jpg,
402,2024-12-06,$35.21,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,35.21,2024-12-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_35_21_3.jpg,
388,2024-12-05,$38.82,BONANNOS NY PIZZERIA D,Meals & Entertainment,good,VERIFIED (previous run),100%,Bonanno's Pizzeria MGM Dome,38.82,2024-12-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/bonannos_ny_pizzeria_d_2024-12-05_38_82_3.jpg,
389,2024-12-05,$24.25,CHICK-FIL-A LAS VEGAS,Meals & Entertainment,good,VERIFIED (previous run),100%,Chick-fil-A,24.25,2024-12-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chick_fil_a_las_vegas_2024-12-05_24_25.jpg,
390,2024-12-05,$34.44,DESERT CAB,Travel,good,VERIFIED (previous run),100%,desert cab,5.34,2024-12-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_cab_2024-12-05_34_44.jpg,
391,2024-12-05,$26.50,LAS VEGAS CONVENTION CTR,General,good,VERIFIED (previous run),100%,LAS VEGAS CONVENTION CTR,26.50,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/las_vegas_convention_ctr_2024-12-05_26_5.jpg,
393,2024-12-05,$21.51,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,21.51,2024-12-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-05_21_51_3.jpg,
384,2024-12-04,$37.18,CURB LV TAXI NELLIS,Travel,good,VERIFIED (previous run),100%,Nellis Cab,37.18,2024-12-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_nellis_2024-12-04_37_18.jpg,
385,2024-12-04,$46.32,CURB LV TAXI YCS,Travel,auto_approved,VERIFIED (previous run),100%,National,23.33,2025-04-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-04_46_32.jpg,
386,2024-12-04,$75.00,PROFESSIONAL RODEO COWBO,General,good,VERIFIED (previous run),100%,PROFESSIONAL RODEO COWBOY,75.00,2024-12-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/professional_rodeo_cowbo_2024-12-04_75_0.jpeg,
378,2024-12-03,$708.64,COSMOPOL-BLUE RIBBON,Meals & Entertainment,good,VERIFIED (previous run),100%,Blue Ribbon Las Vegas,708.64,2024-12-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cosmopol_blue_ribbon_2024-12-03_708_64.jpg,
379,2024-12-03,$31.67,RWLV RW STORE HILTON,Travel,good,VERIFIED (previous run),100%,Resorts World,31.67,2024-12-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rwlv_rw_store_hilton_2024-12-03_31_67_3.jpg,
380,2024-12-03,$22.37,STARBUCKS 65853,Meals & Entertainment,good,VERIFIED (previous run),100%,Starbucks,22.37,2021-12-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/starbucks_65853_2024-12-03_22_37_3.jpg,
381,2024-12-03,$28.46,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,28.93,2024-12-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_28_46_3.png,
382,2024-12-03,$48.15,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,48.15,2024-12-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_48_15.jpg,
383,2024-12-03,$24.22,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,24.22,2024-12-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_24_22.jpg,
373,2024-12-02,$11.00,SO PT CATALINA BAR,Meals & Entertainment,good,VERIFIED (previous run),100%,SO PT CATALINA BAR,11.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/so_pt_catalina_bar_2024-12-02_11_00.jpg,
374,2024-12-02,$12.25,THE URBAN JUICER,Meals & Entertainment,good,VERIFIED (previous run),100%,THE URBAN JUICER,12.25,2024-12-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_urban_juicer_2024-12-02_12_25_3.jpg,
375,2024-12-02,$51.07,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,51.07,2024-12-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-02_51_07_3.jpg,
376,2024-12-02,$37.14,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,37.14,2024-12-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-02_37_14_3.jpg,
377,2024-12-02,$20.14,WENDYS #652,Meals & Entertainment,good,VERIFIED (previous run),100%,Wendy's Restaurant #6527,20.14,2024-12-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/wendys_652_2024-12-02_20_14.jpg,
372,2024-12-01,$19.76,EXPENSIFY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Expensify,19.76,2024-12-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-12-01_19_76_3.jpg,
370,2024-11-30,$100.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),100%,Ada AI,100.00,2024-11-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-30_100_0.jpg,
371,2024-11-30,$32.93,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Midjourney Inc,32.93,2024-11-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-11-30_32_93.jpg,
368,2024-11-29,$123.17,GOLDEN NUGGET HOTEL LV,Travel,good,VERIFIED (previous run),90%,golden nugget hotel lv 2024 11 29 1015151515,101.51,2024-11-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-11-29_123_17.png,
366,2024-11-27,$12.84,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC,12.84,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-11-27_12_84.jpg,
367,2024-11-27,$884.98,SOUTHWES 5262584463367,Travel,good,VERIFIED (previous run),100%,Southwest,884.98,2024-12-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262584463367_2024-11-27_884_98.jpg,
365,2024-11-26,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,26.25,2024-11-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-26_26_25_3.jpg,
361,2024-11-25,$72.89,CORNER PUB,Meals & Entertainment,good,VERIFIED (previous run),100%,The Original Corner Pub,72.00,2024-11-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-11-25_72_89_3.jpg,
362,2024-11-25,$51.98,CORNER PUB,Meals & Entertainment,good,VERIFIED (previous run),90%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-11-25_51_98.heic,
363,2024-11-25,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis Parking,26.25,2024-11-24,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-25_26_25_3.jpg,
364,2024-11-25,$38.78,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,38.78,2024-11-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-25_38_78.jpg,
358,2024-11-24,$21.95,CLAUDE.AI SUBSCRIPTION,Software & Subscriptions,good,VERIFIED (previous run),100%,Anthropic,21.95,2024-11-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-11-24_21_95.jpg,
360,2024-11-24,$52.99,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,52.99,2024-11-24,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-24_52_99.jpg,
357,2024-11-23,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,26.25,2024-11-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-23_26_25_3.jpg,
354,2024-11-22,$34.90,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,34.90,2024-11-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_34_9.jpg,
355,2024-11-22,$59.46,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,59.46,2024-11-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_59_46.png,
356,2024-11-22,$15.51,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,15.51,2024-11-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_15_51.jpg,
352,2024-11-21,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,26.25,2024-11-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-21_26_25_3.jpg,
353,2024-11-21,$34.96,PARKING OMNI NASHVILLE PA,Auto & Parking,good,VERIFIED (previous run),100%,Omni Nashville,34.96,2024-11-21,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parking_omni_nashville_pa_2024-11-21_34_96_3.jpg,
350,2024-11-20,$100.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),100%,Ada AI,100.00,2024-11-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-20_100_0.jpg,
351,2024-11-20,$20.66,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,pmc paid parking,22.29,2024-08-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-20_20_66.jpg,
349,2024-11-19,$30.69,MARSH HOUSE,Meals & Entertainment,good,VERIFIED (previous run),100%,soho house nashville,30.62,2025-04-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/marsh_house_2024-11-19_30_69.jpg,
823,2024-11-18,$32.93,Midjourney,,accepted,VERIFIED (previous run),,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/receipt_19a2665bba37_att1.jpg,From: Your receipt from Midjourney Inc #2369-1199-4301
348,2024-11-18,$160.00,CHARTMETRIC,Software & Subscriptions,good,VERIFIED (previous run),100%,"Chartmetric, Inc.",160.00,2024-11-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-11-18_160_0.jpg,Music and Social Media Data and Charts for Industry Knowledge and talent
347,2024-11-17,$47.34,BROADWAY BREWHOUSE DOWNTO,Meals & Entertainment,good,VERIFIED (previous run),100%,Broadway Brewhouse Downtown,47.34,2024-11-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/broadway_brewhouse_downto_2024-11-17_47_34_3.jpg,
346,2024-11-16,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,26.25,2024-11-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-16_26_25_3.jpg,
341,2024-11-15,$29.40,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis parking,26.15,2025-02-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-15_29_4.jpg,
342,2024-11-15,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),85%,metropolis,15.99,2024-11-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-15_15_99_3.jpg,
344,2024-11-15,$16.80,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),90%,Soho House Nashville,16.80,2024-11-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-15_16_8.jpg,
336,2024-11-14,$279.44,12 SOUTH TAPROOM &AMP; GRILL,Meals & Entertainment,good,VERIFIED (previous run),100%,12 South Taproom,279.44,2024-11-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-11-14_279_44.jpg,
337,2024-11-14,$27.44,ANTHROPIC,Software & Subscriptions,good,VERIFIED (previous run),100%,Anthropic,27.44,2024-11-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2024-11-14_27_44.jpg,
338,2024-11-14,$5.00,CLOUDFLARE,Software & Subscriptions,good,VERIFIED (previous run),100%,CLOUDFLARE,5.00,2025-01-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-11-14_5_0.jpg,
339,2024-11-14,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,METROPOLIS PARKING,15.99,2024-11-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-14_15_99_3.jpg,
340,2024-11-14,$7.76,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,7.76,2024-11-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-14_7_76.jpg,
332,2024-11-13,$1043.66,GIVERGY: CHARITY EVENT,General,good,VERIFIED (previous run),90%,Givergy: Nashville Bourbon Auction to benefit NashvilleHealth,1043.66,2024-11-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/givergy_charity_event_2024-11-13_1043_66_3.jpg,
333,2024-11-13,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),95%,Metropolis,15.99,2024-11-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-13_15_99_3.jpg,
334,2024-11-13,$9.00,SOURCEGRAPH INC,Software & Subscriptions,good,VERIFIED (previous run),100%,"Sourcegraph, Inc.",9.00,2024-11-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-11-13_9_0.jpg,
335,2024-11-13,$42.01,SQ *THE PERCH,General,good,VERIFIED (previous run),100%,The Perch,42.01,2024-11-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_the_perch_2024-11-13_42_01.jpg,
330,2024-11-12,$176.99,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,176.99,2024-11-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-12_176_99.jpg,
331,2024-11-12,$361.72,SH NASHVILLE F&AMP;B,Meals & Entertainment,good,VERIFIED (previous run),90%,Soho House Nashville,361.72,2024-11-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-11-12_361_72.jpg,
329,2024-11-09,$50.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),100%,Ada AI,50.00,2024-11-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-09_50_0.jpg,
324,2024-11-08,$10.00,CALENDARBRIDGE,Software & Subscriptions,good,VERIFIED (previous run),100%,CalendarBridge,10.00,2024-11-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-11-08_10_0.jpg,
325,2024-11-08,$25.57,DD *DOORDASH LASPALMAS,Meals & Entertainment,good,VERIFIED (previous run),80%,Tacos Por Favor,25.28,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_laspalmas_2024-11-08_25_57.png,
326,2024-11-08,$10.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,10.99,2024-11-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-08_10_99_3.jpg,
327,2024-11-08,$45.24,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-08_45_24.PNG,
328,2024-11-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),100%,Spotify USA Inc.,13.13,2024-11-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-11-08_13_13_3.jpg,
320,2024-11-07,$50.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),100%,Ada AI,50.00,2024-11-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imadaai_2024-11-07_50_00.jpg,
321,2024-11-07,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),95%,Metropolis,26.25,2024-11-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-07_26_25_3.jpg,
322,2024-11-07,$20.64,SQ *CANNERY HALL,General,good,VERIFIED (previous run),100%,Cannery Hall,20.64,2024-11-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_cannery_hall_2024-11-07_20_64_3.jpg,
323,2024-11-07,$12.46,SQ *DISTRICT COFFEE,Meals & Entertainment,good,VERIFIED (previous run),100%,District Coffee,12.46,2024-11-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_district_coffee_2024-11-07_12_46_3.jpg,
318,2024-11-06,$23.21,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),85%,PMC,23.21,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-11-06_23_21_3.jpg,
319,2024-11-06,$102.26,SH NASHVILLE F&AMP;B,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,102.26,2024-11-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fb_2024-11-06_102_26.jpg,
316,2024-11-04,$39.87,CORNER PUB,Meals & Entertainment,good,VERIFIED (previous run),100%,Corner Pub Green Hills,39.87,2024-11-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-11-04_39_87.jpg,
315,2024-11-03,$25.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),100%,Ada AI,25.00,2024-11-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-03_25_0.jpg,
310,2024-11-01,$19.76,EXPENSIFY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Expensify,19.76,2024-11-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-11-01_19_76_3.jpg,
311,2024-11-01,$25.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),95%,Ada AI,25.00,2024-11-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-01_25_0.jpg,
312,2024-11-01,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,21.00,2024-11-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-01_21_0.jpg,
313,2024-11-01,$52.68,NOTION LABS INC.,General,good,VERIFIED (previous run),100%,"Notion Labs, Inc.",52.68,2024-11-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/notion_labs_inc_2024-11-01_52_68.jpg,
314,2024-11-01,$23.27,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,23.27,2019-07-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-01_23_27.jpg,
309,2024-10-31,$67.97,DD *DOORDASH KALAMATAS,Meals & Entertainment,good,VERIFIED (previous run),90%,Kalamata's,67.97,2024-10-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_kalamatas_2024-10-31_67_97.jpg,
306,2024-10-30,$159.74,12 SOUTH TAPROOM &AMP; GRILL,Meals & Entertainment,good,VERIFIED (previous run),100%,12 South Taproom,159.74,2024-10-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-10-30_159_74_3.jpg,
307,2024-10-30,$49.24,DD *DOORDASH TACOBAMBA,Meals & Entertainment,good,VERIFIED (previous run),100%,Taco Bamba,49.24,2024-10-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_tacobamba_2024-10-30_49_24_3.jpg,
308,2024-10-30,$32.93,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),95%,Midjourney Inc,32.93,2024-10-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-10-30_32_93.jpg,
305,2024-10-28,$60.00,JJK FOUNDATION,General,good,VERIFIED (previous run),90%,jjk foundation,28.60,2024-10-28,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/jjk_foundation_2024-10-28_60_0.jpg,
301,2024-10-26,$19.99,IMDBPRO,Software & Subscriptions,good,VERIFIED (previous run),100%,"IMDb.com, Inc.",19.99,2024-10-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-10-26_19_99.jpg,
302,2024-10-26,$427.56,LE MERIDIEN ST. LOUIS,Travel,good,VERIFIED (previous run),100%,Le Meridien St. Louis Clayton,427.56,2024-10-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/le_meridien_st_louis_2024-10-26_427_56_3.jpg,
303,2024-10-26,$49.71,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,49.71,2024-10-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-10-26_49_71_3.jpg,
300,2024-10-25,$50.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),85%,Ada AI,50.00,2024-10-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-25_50_0.jpg,
298,2024-10-24,$21.95,CLAUDE.AI SUBSCRIPTION,Software & Subscriptions,good,VERIFIED (previous run),85%,Anthropic,21.95,2024-10-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-10-24_21_95.jpg,
827,2024-10-23,$6.73,Belcourt Luke II,,good,VERIFIED (previous run),100%,Belcourt Luke II,6.73,2024-10-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/belcourt_luke_ii_2024-10-23_6_73.jpg,Test OCR upload
295,2024-10-23,$6.73,201 BELCOURT LOT,Travel,good,VERIFIED (previous run),100%,BELCOURT LOT 201,6.73,2024-10-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/201_belcourt_lot_2024-10-23_6_73.jpg,
297,2024-10-23,$34.75,TST*FIDO BONGO JAVA,Meals & Entertainment,good,VERIFIED (previous run),100%,Fido,34.75,2024-10-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstfido_bongo_java_2024-10-23_34_75_3.jpg,
